"year","group","flow","spill","temp"
2016,"sockeye",35.3421568627451,17.5286764705882,18.713181372549
2017,"srchinook",99.1367222222222,33.0362337398374,9.17869156504065
2017,"fallchinook",90.588719804401,31.8489095354523,10.7411926650367
2017,"srsteelhead",36.9677958410375,9.70613629261179,1.05706043126123
2017,"ucchinook",112.536356231333,37.5588650556611,10.6277773554168
2017,"ucsteelhead",76.7011256030324,15.0435304962095,18.1308828394211
2017,"sockeye",55.0375545851528,18.2,19.6335589519651
2018,"srchinook",137.06289535108,38.3308449074074,10.9183285108025
2018,"fallchinook",77.9301249825508,24.0644559583081,11.0862468707831
2018,"srsteelhead",21.1342405065656,2.86660044455237,1.29850798513178
2018,"ucchinook",221.953318980983,111.185862935056,13.2832802296376
2018,"ucsteelhead",79.353475803172,9.42384221228141,12.4914414396096
2018,"sockeye",34.3329710144928,17.2673913043478,18.6332608695652
